Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Week,Team_Abb
27,LA Chargers,94.9,77.0,94.0,102.3,88.6,116.5,15,SD
28,Atlanta,86.9,79.3,35.0,89.7,84.6,111.6,15,ATL
29,Jacksonville,82.2,91.0,123.0,74.0,91.7,123.1,15,JAX
30,Las Vegas,81.2,81.7,61.0,74.4,89.0,131.9,15,OAK
31,Dallas,79.8,69.0,49.0,53.2,102.7,112.9,15,DAL
32,Arizona,78.8,66.0,43.0,72.2,84.4,101.6,15,ARI
1,Washington,164.6,168.3,122.0,173.9,155.3,100.9,16,WAS
2,San Francisco,162.7,161.0,180.0,167.6,157.9,129.8,16,SF
3,Seattle,160.7,243.3,270.0,174.5,150.4,109.8,16,SEA
4,Minnesota,160.2,208.0,213.0,159.6,160.9,144.9,16,MIN
5,Houston,142.0,134.3,178.0,127.7,156.3,153.7,16,HOU
6,Buffalo,139.6,137.0,118.0,142.3,136.9,120.1,16,BUF
7,Kansas City,139.3,116.0,10.0,143.1,135.4,118.3,16,KC
8,New England,136.7,111.0,95.0,132.7,140.7,109.9,16,NE
9,Carolina,121.6,171.7,155.0,116.7,126.6,150.5,16,CAR
10,NY Jets,121.0,163.0,146.0,126.4,115.6,105.8,16,NYJ
11,Cincinnati,120.3,143.7,157.0,110.6,130.0,109.1,16,CIN
12,Philadelphia,119.6,84.7,42.0,117.1,122.0,142.3,16,PHI
12,Chicago,119.6,111.0,83.0,113.8,127.3,125.9,16,CHI
14,Tampa Bay,115.2,91.3,67.0,102.4,128.0,91.1,16,TB
15,NY Giants,115.0,116.3,97.0,119.0,111.0,94.7,16,NYG
16,Miami,112.6,125.0,180.0,144.0,81.1,124.2,16,MIA
17,LA Rams,110.4,83.3,87.0,104.4,116.4,104.2,16,STL
18,Denver,110.2,131.3,163.0,127.8,97.0,161.5,16,DEN
19,Tennessee,109.2,117.7,167.0,100.0,118.4,89.9,16,TEN
20,Green Bay,108.1,135.0,113.0,112.4,103.7,100.3,16,GB
21,Indianapolis,107.1,103.0,124.0,108.1,106.1,99.6,16,IND
22,Baltimore,105.1,117.7,56.0,96.4,113.7,122.2,16,BAL
23,Detroit,104.4,119.0,84.0,96.0,110.8,91.5,16,DET
24,New Orleans,99.9,130.7,149.0,94.9,104.9,129.5,16,NO
25,Cleveland,97.4,111.3,58.0,101.4,92.2,95.7,16,CLE
26,Pittsburgh,96.5,78.0,69.0,104.5,90.5,121.1,16,PIT
27,LA Chargers,93.1,70.0,70.0,97.7,88.6,116.5,16,SD
28,Atlanta,89.9,96.0,129.0,95.3,84.6,111.6,16,ATL
29,Las Vegas,89.9,116.3,203.0,90.5,89.0,131.9,16,OAK
30,Jacksonville,82.4,86.3,86.0,74.0,90.9,123.1,16,JAX
31,Dallas,80.4,86.3,87.0,58.0,102.7,112.9,16,DAL
32,Arizona,80.2,74.3,99.0,76.0,84.4,101.6,16,ARI
