Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Week,Team_Abb
23,Carolina,19.6,24.0,21.0,17.2,22.0,25.4,14,CAR
23,Las Vegas,19.6,14.7,17.0,23.3,15.8,22.4,14,OAK
25,Cleveland,19.1,20.0,20.0,17.7,20.5,13.6,14,CLE
26,NY Jets,19.0,17.7,7.0,19.3,18.6,23.6,14,NYJ
27,Miami,18.9,18.0,16.0,19.2,18.7,20.6,14,MIA
28,LA Rams,18.4,20.0,16.0,19.3,17.5,12.1,14,STL
29,Philadelphia,18.1,20.3,33.0,21.3,14.8,24.8,14,PHI
30,Jacksonville,17.2,26.3,18.0,11.3,23.0,15.2,14,JAX
31,Kansas City,15.7,14.0,27.0,15.4,16.0,13.3,14,KC
32,Arizona,15.5,14.0,6.0,17.8,13.2,19.5,14,ARI
1,New England,36.3,38.0,42.0,36.0,36.6,31.5,15,NE
2,Denver,28.8,24.7,26.0,31.3,26.7,19.3,15,DEN
3,NY Giants,28.7,35.3,52.0,33.7,22.8,24.8,15,NYG
4,Houston,28.1,24.0,14.0,33.2,23.7,23.6,15,HOU
5,Tampa Bay,27.2,22.3,21.0,26.0,28.7,17.9,15,TB
6,New Orleans,26.8,20.3,27.0,27.8,25.9,34.7,15,NO
7,Washington,26.4,28.7,31.0,25.4,27.5,18.0,15,WAS
8,Atlanta,25.9,22.3,20.0,24.2,27.4,23.8,15,ATL
9,Baltimore,25.5,21.3,28.0,34.0,18.1,23.2,15,BAL
10,Green Bay,24.8,20.0,27.0,25.4,24.2,34.1,15,GB
11,Cincinnati,24.7,24.3,19.0,24.4,25.0,20.8,15,CIN
12,Detroit,24.6,28.0,20.0,25.3,24.0,29.5,15,DET
13,San Francisco,24.3,23.7,27.0,24.4,24.2,24.1,15,SF
14,Chicago,23.7,19.7,14.0,21.6,26.2,22.1,15,CHI
15,Seattle,23.1,34.0,58.0,30.2,17.0,20.1,15,SEA
15,Dallas,23.1,29.7,20.0,25.0,21.4,23.1,15,DAL
17,Indianapolis,22.5,27.3,27.0,22.4,22.5,15.2,15,IND
17,LA Chargers,22.5,20.0,34.0,20.3,24.3,25.4,15,SD
19,Buffalo,22.2,19.7,12.0,27.0,18.1,23.3,15,BUF
20,Minnesota,21.8,15.0,21.0,24.7,18.3,21.3,15,MIN
21,Pittsburgh,21.4,20.3,24.0,20.0,22.6,20.5,15,PIT
22,Tennessee,20.8,17.3,23.0,21.0,20.7,20.3,15,TEN
23,Carolina,20.4,27.0,30.0,19.0,22.0,25.4,15,CAR
24,Cleveland,19.9,23.3,30.0,19.4,20.5,13.6,15,CLE
25,Las Vegas,19.1,13.3,13.0,21.9,15.8,22.4,15,OAK
26,NY Jets,18.8,14.3,17.0,19.3,18.3,23.6,15,NYJ
27,Miami,18.5,17.7,13.0,19.2,17.9,20.6,15,MIA
27,Philadelphia,18.5,26.0,23.0,21.3,16.0,24.8,15,PHI
29,LA Rams,18.2,20.7,15.0,19.3,17.1,12.1,15,STL
30,Jacksonville,16.6,17.3,10.0,11.1,23.0,15.2,15,JAX
31,Kansas City,15.0,14.3,7.0,15.4,14.5,13.3,15,KC
32,Arizona,14.3,7.7,0.0,17.8,11.3,19.5,15,ARI
1,New England,36.1,33.0,34.0,35.7,36.6,31.5,16,NE
2,Denver,29.2,30.3,34.0,31.3,27.6,19.3,16,DEN
3,Houston,28.1,22.3,29.0,32.6,23.7,23.6,16,HOU
4,New Orleans,27.8,27.0,41.0,29.7,25.9,34.7,16,NO
5,Washington,27.2,28.7,38.0,25.4,29.0,18.0,16,WAS
6,NY Giants,26.6,22.7,0.0,33.7,19.6,24.8,16,NYG
7,Atlanta,26.5,25.7,34.0,25.6,27.4,23.8,16,ATL
8,San Francisco,25.5,27.0,41.0,24.4,26.6,24.1,16,SF
9,Cincinnati,25.4,24.3,34.0,24.4,26.3,20.8,16,CIN
10,Tampa Bay,25.3,14.7,0.0,26.0,24.6,17.9,16,TB
11,Seattle,25.0,43.7,50.0,30.2,21.1,20.1,16,SEA
12,Baltimore,24.9,21.7,17.0,31.6,18.1,23.2,16,BAL
13,Green Bay,24.6,23.7,21.0,25.4,23.7,34.1,16,GB
14,Detroit,23.6,21.0,10.0,25.3,22.3,29.5,16,DET
15,Dallas,23.4,28.3,27.0,25.3,21.4,23.1,16,DAL
16,Chicago,22.9,14.7,13.0,20.5,26.2,22.1,16,CHI
17,Minnesota,22.8,23.7,36.0,24.7,20.9,21.3,16,MIN
18,Indianapolis,22.1,26.3,17.0,22.4,21.7,15.2,16,IND
19,Buffalo,21.9,21.0,17.0,25.6,18.1,23.3,16,BUF
20,Pittsburgh,21.6,23.7,24.0,20.0,22.8,20.5,16,PIT
21,LA Chargers,21.4,18.0,7.0,18.4,24.3,25.4,16,SD
22,Carolina,21.1,27.3,31.0,19.0,23.3,25.4,16,CAR
23,Tennessee,20.4,15.7,14.0,20.0,20.7,20.3,16,TEN
24,Cleveland,20.0,23.7,21.0,19.6,20.5,13.6,16,CLE
25,Miami,18.9,17.7,24.0,19.9,17.9,20.6,16,MIA
26,Las Vegas,18.8,15.0,15.0,21.0,15.8,22.4,16,OAK
27,LA Rams,18.4,17.7,22.0,19.7,17.1,12.1,16,STL
28,NY Jets,18.2,11.3,10.0,19.3,17.1,23.6,16,NYJ
29,Philadelphia,18.1,23.0,13.0,20.1,16.0,24.8,16,PHI
30,Arizona,16.0,14.7,38.0,20.7,11.3,19.5,16,ARI
31,Jacksonville,15.6,10.3,3.0,11.1,20.1,15.2,16,JAX
32,Kansas City,13.9,11.3,0.0,15.4,12.4,13.3,16,KC
