Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Week,Team_Abb
13,Carolina,+0.2,+1.3,+1.0,0.0,+0.3,+0.1,15,CAR
14,LA Chargers,0.0,+1.0,+2.0,-0.5,+0.4,-0.4,15,SD
14,Arizona,0.0,-2.3,-7.0,+0.2,-0.1,-0.8,15,ARI
14,Cincinnati,0.0,+0.3,0.0,+0.9,-1.0,-0.2,15,CIN
14,Jacksonville,0.0,+0.3,0.0,-0.7,+0.8,+0.3,15,JAX
18,LA Rams,-0.1,+1.7,+1.0,-0.5,+0.3,-0.3,15,STL
19,Denver,-0.2,+0.3,+1.0,+0.2,-0.4,-0.6,15,DEN
20,New Orleans,-0.3,-2.0,-2.0,0.0,-0.6,-0.4,15,NO
21,Minnesota,-0.4,-0.3,+1.0,+0.1,-1.0,-0.2,15,MIN
22,NY Jets,-0.5,-2.3,0.0,-0.9,0.0,-0.2,15,NYJ
22,Detroit,-0.5,+0.3,-1.0,-0.7,-0.3,+0.6,15,DET
24,Las Vegas,-0.5,-0.7,-1.0,-0.9,-0.2,-0.3,15,OAK
24,Buffalo,-0.5,0.0,-1.0,-0.2,-0.9,+0.1,15,BUF
26,Dallas,-0.8,-0.3,0.0,-1.7,0.0,+0.3,15,DAL
26,Tennessee,-0.8,-2.3,0.0,-2.0,+0.3,+0.1,15,TEN
28,Miami,-0.8,-0.7,-1.0,-0.5,-1.1,-0.4,15,MIA
29,Pittsburgh,-1.0,-3.3,-2.0,-0.3,-1.6,-0.8,15,PIT
30,Indianapolis,-1.2,-1.0,0.0,-0.3,-2.3,-0.8,15,IND
31,Philadelphia,-1.5,-1.7,-1.0,-1.3,-1.6,-0.9,15,PHI
32,Kansas City,-1.7,-0.3,-1.0,-2.0,-1.3,-0.1,15,KC
1,New England,+1.6,-0.7,-2.0,+1.3,+1.9,+0.7,16,NE
2,Houston,+1.1,+2.3,+1.0,+0.9,+1.3,+0.3,16,HOU
3,Chicago,+1.0,+0.3,+1.0,+1.1,+0.8,+0.1,16,CHI
4,Washington,+0.9,+0.3,+1.0,+0.9,+1.0,-0.9,16,WAS
4,NY Giants,+0.9,0.0,-3.0,+1.0,+0.9,+0.7,16,NYG
6,Baltimore,+0.7,-0.7,-2.0,+0.6,+0.9,+0.4,16,BAL
6,Seattle,+0.7,+3.0,+3.0,+2.0,-0.3,+0.5,16,SEA
8,Atlanta,+0.6,+2.0,+3.0,+0.9,+0.4,+0.5,16,ATL
9,San Francisco,+0.6,+0.7,+2.0,+0.3,+0.9,+1.7,16,SF
10,Cleveland,+0.5,-0.3,-1.0,+1.1,-0.3,+0.1,16,CLE
10,Tampa Bay,+0.5,-1.3,-5.0,+1.0,0.0,-1.0,16,TB
12,Green Bay,+0.4,+0.3,-1.0,+0.3,+0.6,+1.2,16,GB
13,Cincinnati,+0.2,+0.7,+3.0,+0.9,-0.4,-0.2,16,CIN
13,Carolina,+0.2,+0.7,+1.0,0.0,+0.4,+0.1,16,CAR
13,Arizona,+0.2,-0.3,+3.0,+0.6,-0.1,-0.8,16,ARI
16,Jacksonville,+0.1,+0.3,+1.0,-0.7,+0.9,+0.3,16,JAX
16,New Orleans,+0.1,-0.3,+5.0,+0.7,-0.6,-0.4,16,NO
18,Denver,0.0,+1.0,+2.0,+0.2,-0.1,-0.6,16,DEN
19,LA Chargers,-0.1,+0.7,-1.0,-0.6,+0.4,-0.4,16,SD
20,LA Rams,-0.2,0.0,-2.0,-0.7,+0.3,-0.3,16,STL
20,Minnesota,-0.2,+0.7,+2.0,+0.1,-0.6,-0.2,16,MIN
22,Tennessee,-0.4,-0.3,+5.0,-1.0,+0.3,+0.1,16,TEN
23,Las Vegas,-0.5,0.0,0.0,-0.8,-0.2,-0.3,16,OAK
24,Dallas,-0.6,+0.7,+1.0,-1.3,0.0,+0.3,16,DAL
24,Detroit,-0.6,-0.7,-3.0,-0.7,-0.6,+0.6,16,DET
26,Buffalo,-0.7,-1.3,-3.0,-0.6,-0.9,+0.1,16,BUF
27,NY Jets,-0.8,-2.7,-5.0,-0.9,-0.7,-0.2,16,NYJ
28,Miami,-0.9,-0.7,-1.0,-0.6,-1.1,-0.4,16,MIA
29,Pittsburgh,-1.0,-1.3,-1.0,-0.3,-1.5,-0.8,16,PIT
30,Indianapolis,-1.2,-1.0,-1.0,-0.3,-2.1,-0.8,16,IND
31,Kansas City,-1.6,-0.3,0.0,-2.0,-1.1,-0.1,16,KC
31,Philadelphia,-1.6,-1.7,-3.0,-1.6,-1.6,-0.9,16,PHI
